Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Employment Years
174724.0,Short Term,,,Home Mortgage,Other,20781.06,25.1,48.0,12.0,0.0,222053.0,302478.0,0.0,0.0,4.0
224972.0,Short Term,738.0,1748646.0,Own Home,Debt Consolidation,13872.66,21.3,57.0,14.0,1.0,422921.0,932756.0,1.0,0.0,10.0
456412.0,Long Term,704.0,796936.0,Rent,Debt Consolidation,16137.84,22.4,,8.0,0.0,408006.0,549956.0,0.0,0.0,8.0
67386.0,Short Term,,,Rent,Debt Consolidation,23332.95,11.4,,12.0,1.0,126198.0,458084.0,1.0,0.0,10.0
219450.0,Short Term,737.0,909720.0,Rent,Debt Consolidation,17587.92,15.7,,10.0,2.0,185934.0,313852.0,2.0,0.0,9.0
238304.0,Long Term,720.0,935465.0,Home Mortgage,Debt Consolidation,12083.05,13.0,,6.0,0.0,168606.0,240438.0,0.0,0.0,6.0
444576.0,Long Term,681.0,863892.0,Rent,Debt Consolidation,18429.62,14.9,,24.0,0.0,587594.0,1938398.0,0.0,0.0,2.0
741642.0,Short Term,747.0,1570160.0,Rent,Debt Consolidation,22767.13,21.5,,6.0,0.0,105678.0,257070.0,0.0,0.0,10.0
612744.0,Long Term,735.0,1511944.0,Own Home,Debt Consolidation,29104.96,18.2,36.0,18.0,0.0,435537.0,1105918.0,0.0,0.0,10.0
,Short Term,747.0,2642976.0,Home Mortgage,Debt Consolidation,28632.24,29.3,3.0,8.0,0.0,504735.0,930622.0,0.0,0.0,10.0
518716.0,Short Term,741.0,3061166.0,Home Mortgage,Debt Consolidation,23851.46,18.6,36.0,17.0,0.0,309054.0,514140.0,0.0,0.0,2.0
86944.0,Short Term,,,Rent,Other,2460.31,5.0,,14.0,0.0,84493.0,200046.0,0.0,0.0,0.0
329428.0,Short Term,701.0,794200.0,Rent,Debt Consolidation,10920.25,10.7,,5.0,0.0,191273.0,263978.0,0.0,0.0,0.0
267388.0,Short Term,712.0,1058376.0,Home Mortgage,Debt Consolidation,10319.09,20.5,,11.0,0.0,283860.0,576620.0,0.0,0.0,9.0
393426.0,Long Term,675.0,943825.0,Own Home,Debt Consolidation,24618.11,22.1,12.0,10.0,0.0,292619.0,365112.0,0.0,0.0,10.0
351340.0,Long Term,671.0,3318692.0,Home Mortgage,Home Improvements,71904.93,26.4,,17.0,0.0,7111073.0,14294896.0,0.0,0.0,9.0
404756.0,Short Term,701.0,3107184.0,Home Mortgage,Debt Consolidation,52045.37,15.5,,16.0,0.0,578911.0,692472.0,0.0,0.0,3.0
163790.0,Short Term,719.0,499776.0,Own Home,Debt Consolidation,7788.1,37.5,67.0,6.0,0.0,90877.0,146344.0,0.0,0.0,7.0
178134.0,Short Term,702.0,1153794.0,Rent,Other,11634.08,19.8,,7.0,1.0,161595.0,228184.0,1.0,0.0,0.0
461076.0,Short Term,732.0,891746.0,Rent,Debt Consolidation,15456.88,18.8,,11.0,0.0,447127.0,530992.0,0.0,0.0,10.0
473550.0,Long Term,722.0,1265875.0,Home Mortgage,Other,25106.6,22.4,,12.0,0.0,40413.0,236324.0,0.0,0.0,4.0
150326.0,Short Term,723.0,296761.0,Own Home,Debt Consolidation,2868.81,24.4,22.0,10.0,0.0,111245.0,521510.0,0.0,0.0,
453090.0,Long Term,,,Rent,Debt Consolidation,28608.3,11.8,35.0,21.0,0.0,302651.0,705078.0,0.0,0.0,2.0
444928.0,Long Term,672.0,1152768.0,Home Mortgage,Debt Consolidation,6167.4,20.9,51.0,6.0,0.0,100168.0,140096.0,0.0,0.0,10.0
516956.0,Short Term,708.0,1078972.0,Rent,Debt Consolidation,12588.07,9.5,,5.0,0.0,256785.0,308110.0,0.0,0.0,3.0
338096.0,Short Term,737.0,1526574.0,Rent,Debt Consolidation,12009.14,19.1,21.0,13.0,0.0,376675.0,595034.0,0.0,0.0,10.0
,Long Term,733.0,1092291.0,Home Mortgage,Debt Consolidation,7591.45,15.6,69.0,3.0,0.0,253118.0,298760.0,0.0,0.0,10.0
96492.0,Short Term,750.0,466241.0,Rent,Debt Consolidation,11445.98,16.6,,5.0,0.0,88749.0,218196.0,0.0,0.0,0.0
99066.0,Short Term,,,Home Mortgage,Debt Consolidation,2738.85,12.0,36.0,4.0,0.0,89072.0,149710.0,0.0,0.0,7.0
329208.0,Long Term,706.0,1069244.0,Home Mortgage,Debt Consolidation,16395.1,7.7,,7.0,0.0,180386.0,263384.0,0.0,0.0,10.0
263714.0,Short Term,751.0,683240.0,Own Home,Debt Consolidation,5676.63,15.5,,8.0,0.0,41933.0,622380.0,0.0,0.0,6.0
245256.0,Short Term,717.0,1170552.0,Home Mortgage,Debt Consolidation,19606.67,18.2,64.0,11.0,0.0,338390.0,694694.0,0.0,0.0,10.0
328064.0,Long Term,679.0,925509.0,Own Home,Debt Consolidation,20669.53,24.6,19.0,10.0,0.0,122398.0,258126.0,0.0,0.0,10.0
67034.0,Short Term,692.0,1157898.0,Home Mortgage,Business Loan,23621.18,17.7,53.0,8.0,0.0,415796.0,502568.0,0.0,0.0,10.0
,Short Term,739.0,1043898.0,Rent,Debt Consolidation,27837.09,16.4,,16.0,0.0,142082.0,679822.0,0.0,0.0,10.0
347292.0,Short Term,,,Rent,Debt Consolidation,12391.04,13.4,31.0,12.0,0.0,335141.0,829202.0,0.0,0.0,2.0
616308.0,Short Term,698.0,1666034.0,Home Mortgage,Debt Consolidation,19298.11,35.4,41.0,6.0,0.0,162450.0,190586.0,0.0,0.0,3.0
196086.0,Short Term,,,Home Mortgage,Debt Consolidation,20948.07,16.2,,16.0,0.0,211489.0,444422.0,0.0,0.0,1.0
763004.0,Short Term,712.0,5648130.0,Home Mortgage,Debt Consolidation,50833.17,17.0,9.0,11.0,0.0,1273209.0,1686762.0,0.0,0.0,9.0
216436.0,Short Term,748.0,654227.0,Own Home,Home Improvements,11449.02,32.0,,8.0,0.0,430464.0,1343474.0,0.0,0.0,
267718.0,Long Term,732.0,1970642.0,Rent,Debt Consolidation,23483.43,16.7,,11.0,1.0,132373.0,638638.0,0.0,0.0,10.0
,Short Term,741.0,872955.0,Own Home,Debt Consolidation,18113.84,26.8,23.0,12.0,0.0,352393.0,628738.0,0.0,0.0,10.0
108614.0,Short Term,748.0,1125522.0,Home Mortgage,Business Loan,12286.92,13.9,,6.0,0.0,168986.0,464750.0,0.0,0.0,2.0
211904.0,Short Term,,,Rent,Debt Consolidation,10065.06,23.1,,8.0,0.0,227183.0,385726.0,0.0,0.0,
297594.0,Short Term,750.0,2018750.0,Home Mortgage,Debt Consolidation,33174.95,21.0,,14.0,0.0,6688.0,121066.0,0.0,0.0,3.0
215336.0,Short Term,,,Own Home,Debt Consolidation,17938.85,14.5,,7.0,0.0,102733.0,152878.0,0.0,0.0,10.0
35112.0,Short Term,,,Own Home,Medical Bills,6290.9,29.1,,10.0,0.0,281162.0,1183820.0,0.0,0.0,
573892.0,Short Term,724.0,1887213.0,Rent,Debt Consolidation,7124.24,8.2,,7.0,0.0,190266.0,881232.0,0.0,0.0,5.0
267432.0,Short Term,751.0,2348134.0,Home Mortgage,Debt Consolidation,30330.08,16.2,,14.0,0.0,203319.0,957022.0,0.0,0.0,3.0
292864.0,Short Term,,,Home Mortgage,Debt Consolidation,25253.47,15.3,31.0,8.0,0.0,92853.0,121088.0,0.0,0.0,10.0
137852.0,Short Term,744.0,438140.0,Rent,Debt Consolidation,5257.68,10.0,,10.0,1.0,160303.0,800052.0,1.0,0.0,
528924.0,Long Term,,,Rent,Debt Consolidation,22177.94,15.2,,13.0,0.0,392540.0,990242.0,0.0,0.0,0.0
39182.0,Short Term,742.0,432497.0,Rent,Debt Consolidation,2050.86,9.5,,4.0,0.0,79420.0,108834.0,0.0,0.0,6.0
454520.0,Short Term,747.0,2990752.0,Home Mortgage,Debt Consolidation,43365.98,15.8,,8.0,0.0,3072376.0,3593414.0,0.0,0.0,6.0
209440.0,Short Term,686.0,761596.0,Home Mortgage,Business Loan,14724.05,23.5,23.0,8.0,0.0,149226.0,204996.0,0.0,0.0,2.0
129690.0,Short Term,749.0,806436.0,Home Mortgage,Debt Consolidation,9139.57,10.3,,6.0,1.0,57779.0,166408.0,1.0,0.0,2.0
111276.0,Short Term,702.0,999362.0,Home Mortgage,Debt Consolidation,21319.71,21.8,,9.0,1.0,160550.0,371800.0,1.0,0.0,10.0
264154.0,Short Term,704.0,1368817.0,Home Mortgage,Debt Consolidation,15399.31,15.8,,9.0,1.0,305615.0,387596.0,1.0,0.0,10.0
228206.0,Long Term,714.0,955301.0,Rent,Debt Consolidation,13055.85,37.9,,12.0,3.0,83771.0,431090.0,1.0,2.0,1.0
44506.0,Short Term,744.0,1441397.0,Home Mortgage,Other,23062.2,17.9,39.0,12.0,0.0,365408.0,853028.0,0.0,0.0,7.0
458392.0,Short Term,740.0,2394171.0,Home Mortgage,Debt Consolidation,24739.71,14.4,,20.0,0.0,353438.0,1149544.0,0.0,0.0,6.0
268576.0,Long Term,719.0,556662.0,Own Home,Debt Consolidation,6308.76,20.6,21.0,13.0,1.0,106039.0,414810.0,1.0,0.0,0.0
268026.0,Long Term,707.0,528010.0,Own Home,Debt Consolidation,10560.2,26.2,68.0,9.0,0.0,196479.0,530310.0,0.0,0.0,10.0
321816.0,Long Term,712.0,778202.0,Home Mortgage,Debt Consolidation,12386.48,20.1,,7.0,1.0,361.0,135872.0,1.0,0.0,8.0
,Short Term,717.0,1165422.0,Rent,Other,9537.05,8.5,,6.0,0.0,120289.0,193446.0,0.0,0.0,4.0
441078.0,Long Term,722.0,851751.0,Home Mortgage,Debt Consolidation,15615.53,15.7,,10.0,0.0,443745.0,624316.0,0.0,0.0,6.0
157388.0,Short Term,710.0,2330160.0,Home Mortgage,Other,25631.76,25.4,67.0,10.0,0.0,117534.0,146190.0,0.0,0.0,10.0
323862.0,Short Term,,,Home Mortgage,Debt Consolidation,16315.87,20.5,,19.0,0.0,404890.0,806916.0,0.0,0.0,10.0
371074.0,Short Term,744.0,1093412.0,Rent,Debt Consolidation,6979.46,15.8,,9.0,0.0,347985.0,788502.0,0.0,0.0,1.0
142362.0,Short Term,713.0,1253658.0,Home Mortgage,Home Improvements,12954.39,16.0,43.0,7.0,0.0,530613.0,758516.0,0.0,0.0,4.0
88572.0,Short Term,749.0,1147410.0,Rent,Debt Consolidation,8758.62,14.4,,10.0,0.0,46303.0,924264.0,0.0,0.0,9.0
225434.0,Short Term,,,Home Mortgage,Debt Consolidation,11586.2,16.7,22.0,8.0,1.0,281732.0,333564.0,1.0,0.0,3.0
455906.0,Long Term,723.0,1218698.0,Own Home,Home Improvements,28537.81,28.0,,15.0,0.0,360354.0,709632.0,0.0,0.0,10.0
222860.0,Short Term,744.0,1924700.0,Rent,Debt Consolidation,11131.15,24.9,24.0,16.0,0.0,306033.0,1015322.0,0.0,0.0,9.0
,Short Term,737.0,1294717.0,Rent,Debt Consolidation,19528.58,13.8,,10.0,0.0,235030.0,436832.0,0.0,0.0,2.0
,Short Term,703.0,901493.0,Rent,Other,23588.69,14.0,,10.0,0.0,150233.0,273108.0,0.0,0.0,5.0
443212.0,Long Term,737.0,880384.0,Home Mortgage,Debt Consolidation,14452.92,21.7,,8.0,0.0,315514.0,1170972.0,0.0,0.0,10.0
324104.0,Short Term,746.0,2910952.0,Rent,Debt Consolidation,11546.68,18.1,13.0,10.0,0.0,195415.0,1285570.0,0.0,0.0,5.0
353584.0,Short Term,743.0,2233013.0,Home Mortgage,Debt Consolidation,34425.53,19.6,24.0,11.0,0.0,100187.0,477356.0,0.0,0.0,10.0
388520.0,Long Term,706.0,1808610.0,Home Mortgage,Debt Consolidation,19291.84,15.0,,15.0,0.0,365978.0,445126.0,0.0,0.0,1.0
547316.0,Long Term,707.0,1985234.0,Home Mortgage,Debt Consolidation,19190.57,13.5,61.0,11.0,1.0,247095.0,464464.0,1.0,0.0,9.0
500104.0,Long Term,687.0,866666.0,Rent,Debt Consolidation,17261.12,19.7,,7.0,0.0,623675.0,796180.0,0.0,0.0,5.0
184184.0,Short Term,745.0,1325611.0,Home Mortgage,Debt Consolidation,14471.35,23.0,35.0,16.0,0.0,259863.0,515218.0,0.0,0.0,1.0
152438.0,Short Term,720.0,789944.0,Rent,Debt Consolidation,16457.04,9.8,75.0,9.0,0.0,90782.0,208978.0,0.0,0.0,4.0
433972.0,Short Term,694.0,1405487.0,Own Home,Medical Bills,17802.81,13.6,,8.0,0.0,368562.0,451110.0,0.0,0.0,10.0
231836.0,Short Term,725.0,872062.0,Rent,Debt Consolidation,7121.77,11.4,,7.0,1.0,58463.0,124894.0,1.0,0.0,9.0
546326.0,Long Term,715.0,1792916.0,Home Mortgage,Debt Consolidation,19273.79,14.0,,7.0,1.0,215061.0,349734.0,1.0,0.0,9.0
,Short Term,731.0,1316168.0,Rent,Debt Consolidation,19084.36,18.0,,13.0,3.0,192546.0,389752.0,0.0,0.0,10.0
,Short Term,747.0,628444.0,Rent,Debt Consolidation,7227.03,15.0,,7.0,0.0,17936.0,22044.0,0.0,0.0,1.0
186516.0,Short Term,699.0,767068.0,Rent,Debt Consolidation,8821.32,16.5,,13.0,1.0,181640.0,446534.0,1.0,0.0,8.0
130284.0,Short Term,719.0,1197551.0,Rent,Debt Consolidation,1696.51,16.6,,5.0,0.0,102315.0,311740.0,0.0,0.0,9.0
,Short Term,661.0,2161839.0,Rent,Debt Consolidation,32427.49,27.9,31.0,19.0,2.0,164920.0,339790.0,0.0,1.0,4.0
,Short Term,731.0,1041333.0,Rent,Debt Consolidation,4130.6,12.6,,10.0,1.0,65816.0,423324.0,1.0,0.0,10.0
450428.0,Long Term,726.0,1505256.0,Home Mortgage,Debt Consolidation,36251.62,15.5,,14.0,0.0,210311.0,403172.0,0.0,0.0,10.0
779020.0,Long Term,671.0,2960238.0,Home Mortgage,Home Improvements,54024.22,26.7,8.0,14.0,0.0,622212.0,749694.0,0.0,0.0,10.0
219890.0,Short Term,,,Rent,Debt Consolidation,11726.61,13.4,,10.0,1.0,88084.0,177980.0,1.0,0.0,10.0
113498.0,Short Term,738.0,942590.0,Rent,Debt Consolidation,14767.18,10.1,34.0,8.0,0.0,59603.0,170412.0,0.0,0.0,3.0
333894.0,Short Term,,,Rent,Debt Consolidation,26486.19,20.8,,11.0,0.0,354977.0,1067594.0,0.0,0.0,0.0
133540.0,Short Term,,,Rent,Debt Consolidation,9583.41,8.4,,7.0,0.0,201058.0,371888.0,0.0,0.0,2.0
194238.0,Short Term,743.0,2236680.0,Home Mortgage,Other,27585.72,21.5,21.0,18.0,0.0,472986.0,879076.0,0.0,0.0,8.0
351076.0,Long Term,704.0,1478143.0,Rent,Vacation,7809.57,13.0,,5.0,0.0,87039.0,298188.0,0.0,0.0,7.0
295108.0,Long Term,695.0,1452322.0,Rent,Debt Consolidation,27594.27,25.2,,13.0,0.0,541367.0,1015982.0,0.0,0.0,3.0
261646.0,Long Term,730.0,939246.0,Rent,Debt Consolidation,14871.49,13.9,,15.0,0.0,158403.0,239756.0,0.0,0.0,2.0
75768.0,Short Term,733.0,747916.0,Rent,Debt Consolidation,18386.3,23.4,5.0,12.0,0.0,77026.0,337788.0,0.0,0.0,1.0
218702.0,Short Term,,,Rent,Debt Consolidation,23145.61,18.5,23.0,5.0,0.0,70775.0,94094.0,0.0,0.0,10.0
441496.0,Short Term,745.0,1143876.0,Own Home,Debt Consolidation,15442.25,30.9,,10.0,1.0,35948.0,991276.0,1.0,0.0,0.0
774158.0,Long Term,,,Home Mortgage,Debt Consolidation,27493.38,27.1,4.0,10.0,0.0,893038.0,1914902.0,0.0,0.0,0.0
307890.0,Short Term,700.0,1358595.0,Home Mortgage,Debt Consolidation,24454.71,20.0,,10.0,0.0,338637.0,419364.0,0.0,0.0,7.0
356642.0,Short Term,,,Home Mortgage,Debt Consolidation,11045.08,13.4,36.0,15.0,0.0,182476.0,427702.0,0.0,0.0,7.0
315634.0,Long Term,724.0,1012510.0,Rent,Debt Consolidation,11559.41,15.9,,6.0,1.0,147953.0,241296.0,1.0,0.0,8.0
128744.0,Short Term,704.0,509599.0,Home Mortgage,Other,14353.55,38.7,,12.0,0.0,578474.0,836220.0,0.0,0.0,
665808.0,Short Term,745.0,2875080.0,Home Mortgage,Debt Consolidation,47199.23,37.6,,26.0,0.0,294747.0,1376188.0,0.0,0.0,5.0
103884.0,Short Term,703.0,934515.0,Home Mortgage,Other,26088.52,23.1,,30.0,0.0,275082.0,629486.0,0.0,0.0,10.0
,Short Term,742.0,811528.0,Home Mortgage,Debt Consolidation,16162.92,25.0,11.0,17.0,0.0,375687.0,846318.0,0.0,0.0,10.0
225214.0,Short Term,728.0,991971.0,Home Mortgage,Home Improvements,17359.35,22.7,,12.0,0.0,242250.0,450252.0,0.0,0.0,10.0
361636.0,Long Term,694.0,797449.0,Rent,Debt Consolidation,16945.72,18.4,,12.0,0.0,292619.0,435512.0,0.0,0.0,4.0
239932.0,Long Term,697.0,1482703.0,Rent,Debt Consolidation,9340.97,16.9,,4.0,0.0,179664.0,217602.0,0.0,0.0,4.0
52382.0,Short Term,655.0,1225253.0,Rent,Debt Consolidation,17153.39,18.7,,16.0,0.0,493981.0,680944.0,0.0,0.0,5.0
350746.0,Short Term,,,Rent,Debt Consolidation,23102.67,26.4,35.0,9.0,0.0,353438.0,1036090.0,0.0,0.0,10.0
208648.0,Short Term,732.0,431718.0,Own Home,Debt Consolidation,5324.56,9.9,5.0,6.0,1.0,110941.0,251900.0,1.0,0.0,10.0
319572.0,Long Term,703.0,785878.0,Rent,Debt Consolidation,15324.45,12.0,14.0,10.0,0.0,186960.0,229570.0,0.0,0.0,8.0
218658.0,Short Term,748.0,2360522.0,Home Mortgage,Debt Consolidation,20851.17,18.7,,10.0,0.0,1718094.0,3412310.0,0.0,0.0,4.0
129140.0,Short Term,725.0,669218.0,Rent,Debt Consolidation,11097.9,16.4,,8.0,0.0,80807.0,163592.0,0.0,0.0,2.0
44550.0,Short Term,695.0,825284.0,Rent,Other,7083.77,18.5,,10.0,1.0,231534.0,380842.0,1.0,0.0,6.0
224070.0,Short Term,703.0,635721.0,Rent,Debt Consolidation,13297.34,20.0,,6.0,0.0,291061.0,376530.0,0.0,0.0,3.0
397078.0,Short Term,749.0,1666984.0,Home Mortgage,Debt Consolidation,15697.42,15.1,,11.0,0.0,364534.0,1512852.0,0.0,0.0,5.0
436612.0,Short Term,730.0,2149318.0,Home Mortgage,Debt Consolidation,20526.08,22.5,,22.0,0.0,354141.0,1469776.0,0.0,0.0,7.0
392810.0,Long Term,,,Rent,Debt Consolidation,19023.75,14.5,,17.0,1.0,192014.0,621038.0,1.0,0.0,10.0
381128.0,Short Term,746.0,1205987.0,Home Mortgage,Debt Consolidation,23014.13,19.9,,9.0,0.0,302442.0,1435214.0,0.0,0.0,5.0
328328.0,Long Term,721.0,1304312.0,Rent,Home Improvements,25434.16,24.7,28.0,12.0,0.0,345116.0,591118.0,0.0,0.0,10.0
244772.0,Short Term,728.0,660611.0,Rent,Debt Consolidation,18717.28,21.3,11.0,18.0,0.0,372438.0,760562.0,0.0,0.0,10.0
429484.0,Short Term,747.0,2967344.0,Rent,Debt Consolidation,20301.69,22.0,,7.0,3.0,387847.0,547668.0,0.0,3.0,0.0
105776.0,Short Term,696.0,1141824.0,Rent,Major Purchase,666.14,6.9,,4.0,0.0,12825.0,48554.0,0.0,0.0,0.0
761838.0,Long Term,716.0,2323510.0,Home Mortgage,Debt Consolidation,24009.54,14.1,,14.0,0.0,410324.0,530838.0,0.0,0.0,2.0
360712.0,Long Term,691.0,866571.0,Own Home,Debt Consolidation,24191.75,11.4,,7.0,0.0,361418.0,469150.0,0.0,0.0,2.0
336732.0,Short Term,718.0,1551008.0,Home Mortgage,Debt Consolidation,11852.2,17.5,,9.0,1.0,149074.0,217668.0,1.0,0.0,9.0
223894.0,Short Term,715.0,556567.0,Home Mortgage,Debt Consolidation,9507.98,16.8,,11.0,0.0,423643.0,905036.0,0.0,0.0,10.0
,Long Term,627.0,877990.0,Rent,Other,13901.73,14.9,69.0,7.0,1.0,49742.0,221540.0,1.0,0.0,6.0
,Short Term,744.0,1123052.0,Home Mortgage,Debt Consolidation,16564.96,15.4,81.0,12.0,0.0,279015.0,461538.0,0.0,0.0,4.0
177672.0,Short Term,721.0,2493465.0,Home Mortgage,Debt Consolidation,38752.59,39.6,80.0,17.0,0.0,525673.0,814836.0,0.0,0.0,0.0
786478.0,Long Term,675.0,1746594.0,Rent,Debt Consolidation,29255.44,13.9,,10.0,0.0,710980.0,1207096.0,0.0,0.0,9.0
92290.0,Short Term,717.0,539961.0,Own Home,Debt Consolidation,13273.97,6.2,23.0,7.0,0.0,49552.0,101024.0,0.0,0.0,0.0
602404.0,Long Term,668.0,1067192.0,Rent,Debt Consolidation,16719.24,28.4,61.0,11.0,0.0,451896.0,679536.0,0.0,0.0,
181302.0,Short Term,,,Home Mortgage,Debt Consolidation,11012.02,12.9,,12.0,0.0,214529.0,619432.0,0.0,0.0,4.0
775016.0,Short Term,724.0,2103585.0,Home Mortgage,Debt Consolidation,53290.82,18.0,,13.0,0.0,950779.0,1506032.0,0.0,0.0,0.0
612546.0,Short Term,744.0,2059410.0,Home Mortgage,Debt Consolidation,17504.89,17.4,,10.0,0.0,493069.0,982630.0,0.0,0.0,9.0
,Short Term,737.0,1585930.0,Rent,Debt Consolidation,20881.38,26.5,,9.0,0.0,411882.0,929632.0,0.0,0.0,2.0
449680.0,Long Term,704.0,1320424.0,Home Mortgage,Debt Consolidation,12984.22,16.4,,15.0,0.0,398772.0,725978.0,0.0,0.0,10.0
200838.0,Short Term,693.0,722684.0,Home Mortgage,Debt Consolidation,15296.9,20.4,3.0,12.0,0.0,130321.0,618398.0,0.0,0.0,
263208.0,Short Term,748.0,1777982.0,Rent,Debt Consolidation,15705.59,20.7,,5.0,0.0,231040.0,487300.0,0.0,0.0,3.0
103906.0,Short Term,748.0,560823.0,Rent,Debt Consolidation,12151.26,15.0,,5.0,0.0,180538.0,240262.0,0.0,0.0,9.0
626978.0,Short Term,725.0,1291069.0,Home Mortgage,Debt Consolidation,13341.04,21.7,,10.0,0.0,462707.0,682506.0,0.0,0.0,5.0
44924.0,Short Term,726.0,426778.0,Rent,Debt Consolidation,11594.18,36.4,23.0,4.0,0.0,123975.0,204490.0,0.0,0.0,
375232.0,Short Term,739.0,1115167.0,Own Home,Debt Consolidation,25463.04,19.0,,12.0,0.0,381596.0,536228.0,0.0,0.0,0.0
335324.0,Short Term,742.0,1756835.0,Home Mortgage,Debt Consolidation,16543.68,12.5,,17.0,0.0,318041.0,939466.0,0.0,0.0,5.0
109560.0,Short Term,747.0,529872.0,Home Mortgage,Debt Consolidation,5298.72,22.3,,4.0,0.0,96482.0,133628.0,0.0,0.0,10.0
754226.0,Short Term,721.0,2265636.0,Home Mortgage,Debt Consolidation,34550.93,28.5,,10.0,0.0,372039.0,451088.0,0.0,0.0,10.0
358512.0,Long Term,684.0,986936.0,Rent,Other,15832.13,11.0,,4.0,0.0,100966.0,145574.0,0.0,0.0,1.0
218834.0,Long Term,695.0,481023.0,Home Mortgage,Debt Consolidation,3988.48,14.7,,9.0,0.0,107027.0,501710.0,0.0,0.0,
139238.0,Short Term,748.0,742824.0,Own Home,Debt Consolidation,10213.83,15.2,,11.0,0.0,272422.0,1051490.0,0.0,0.0,10.0
772310.0,Long Term,670.0,4192540.0,Home Mortgage,Home Improvements,29347.78,19.9,21.0,5.0,0.0,46037.0,207438.0,0.0,0.0,10.0
314006.0,Short Term,720.0,1259092.0,Home Mortgage,Debt Consolidation,6746.52,29.0,18.0,10.0,0.0,181374.0,443982.0,0.0,0.0,10.0
421762.0,Short Term,746.0,1408185.0,Home Mortgage,Debt Consolidation,16311.5,13.5,,5.0,1.0,100776.0,141262.0,1.0,0.0,10.0
332442.0,Short Term,,,Home Mortgage,Debt Consolidation,74528.64,21.7,36.0,14.0,0.0,698174.0,1213828.0,0.0,0.0,10.0
110000.0,Short Term,724.0,987905.0,Rent,Debt Consolidation,22639.45,11.4,59.0,7.0,0.0,39748.0,446798.0,0.0,0.0,5.0
610742.0,Long Term,680.0,1481563.0,Home Mortgage,Debt Consolidation,39384.91,25.4,4.0,10.0,0.0,253232.0,456016.0,0.0,0.0,8.0
750794.0,Long Term,671.0,1623398.0,Own Home,Debt Consolidation,8157.65,17.6,,8.0,0.0,414029.0,813912.0,0.0,0.0,7.0
600974.0,Long Term,730.0,1736505.0,Home Mortgage,Debt Consolidation,32269.98,22.0,,7.0,0.0,994840.0,1253472.0,0.0,0.0,10.0
,Short Term,745.0,1689993.0,Home Mortgage,Debt Consolidation,18308.21,25.0,,10.0,0.0,661124.0,1716396.0,0.0,0.0,2.0
305294.0,Short Term,740.0,958740.0,Own Home,Buy A Car,10785.92,27.0,,3.0,0.0,165148.0,235202.0,0.0,0.0,
502744.0,Short Term,,,Home Mortgage,Debt Consolidation,17241.17,28.3,44.0,16.0,0.0,485507.0,721622.0,0.0,0.0,10.0
183150.0,Short Term,715.0,612009.0,Rent,Debt Consolidation,19380.19,8.0,,10.0,0.0,115824.0,211552.0,0.0,0.0,2.0
358534.0,Long Term,640.0,911810.0,Rent,Debt Consolidation,15424.96,18.1,62.0,9.0,0.0,61826.0,321046.0,0.0,0.0,7.0
767844.0,Short Term,713.0,2823077.0,Rent,Debt Consolidation,30583.35,27.3,72.0,8.0,0.0,1180888.0,1717782.0,0.0,0.0,0.0
131956.0,Short Term,735.0,512791.0,Rent,Business Loan,6076.58,15.6,,11.0,1.0,56829.0,90134.0,1.0,0.0,10.0
544786.0,Short Term,,,Rent,Debt Consolidation,19449.92,16.0,,7.0,0.0,749265.0,1266518.0,0.0,0.0,10.0
,Short Term,747.0,1068370.0,Rent,Debt Consolidation,7995.01,18.5,,9.0,0.0,97793.0,539220.0,0.0,0.0,10.0
,Short Term,743.0,860130.0,Home Mortgage,Debt Consolidation,13332.11,14.1,,6.0,0.0,88426.0,232166.0,0.0,0.0,6.0
,Short Term,727.0,912000.0,Rent,Debt Consolidation,9576.0,11.7,,6.0,0.0,151050.0,321508.0,0.0,0.0,2.0
,Short Term,736.0,1611390.0,Own Home,Debt Consolidation,35853.57,21.1,43.0,15.0,0.0,346788.0,798292.0,0.0,0.0,5.0
152394.0,Short Term,722.0,1052828.0,Rent,Debt Consolidation,24478.27,12.0,76.0,11.0,0.0,56544.0,67496.0,0.0,0.0,10.0
432696.0,Long Term,699.0,1569514.0,Home Mortgage,Debt Consolidation,39891.64,15.9,,11.0,0.0,349201.0,659604.0,0.0,0.0,10.0
141900.0,Short Term,728.0,1458915.0,Rent,Debt Consolidation,19817.0,18.9,,7.0,0.0,208848.0,306482.0,0.0,0.0,10.0
550616.0,Long Term,698.0,1585113.0,Home Mortgage,Debt Consolidation,23248.4,16.5,24.0,13.0,0.0,379639.0,1072126.0,0.0,0.0,10.0
316646.0,Long Term,719.0,1131564.0,Rent,Debt Consolidation,15181.76,13.0,18.0,26.0,0.0,189734.0,360140.0,0.0,0.0,4.0
644754.0,Long Term,622.0,1348753.0,Home Mortgage,Debt Consolidation,19556.89,23.8,,17.0,0.0,703019.0,1179772.0,0.0,0.0,10.0
307846.0,Long Term,659.0,763781.0,Rent,Debt Consolidation,17439.72,18.3,,25.0,1.0,161063.0,268730.0,1.0,0.0,7.0
43670.0,Long Term,,,Rent,Buy A Car,1227.21,31.4,6.0,2.0,0.0,28177.0,39314.0,0.0,0.0,0.0
376948.0,Short Term,709.0,1263291.0,Own Home,Debt Consolidation,21159.92,14.9,25.0,16.0,1.0,220590.0,330858.0,1.0,0.0,5.0
